CC Num,SiteID,AUNum,Stream Class,Date,Waterbody,Watertype,Water_Class,Location,Link,Latitude,Longitude,County,Basin,Subbasin,Huc_8Digit,EcoRegion,Sample Type,Drainage,Temp_C,Sp_Cond,pH_SU,Diss_Oxy,Channel Modification,Instream Habitat,Substrate,Pools,Riffles,LBank,RBank,Shade,LRiparian,RRiparian,Total Score
12107,EB486,,,7/18/16,BEAVERDAM CR,Creek,,OFF NC 215,,35.54232,-82.84562,Haywood,FRB,,6010106,MT,Full Scale,0,20.1,85.3,6,7.1,4,15,12,2,14,1,4,8,1,2,63
12108,EB485,,,7/18/16,BEAVERDAM CR,Creek,,AT CONFLUENCE,,35.54155,-82.84618,Haywood,FRB,,6010106,MT,Full Scale,0,20.9,86.1,6.2,9.2,4,16,13,3,14,6,5,8,3,3,75
12109,EB479,,,7/19/16,SMITH CR,Creek,,LOUISIANNA AVE,,35.58591,-82.59173,Buncombe,FRB,,6010105,MT,Full Scale,4.63,19.2,158,6.3,9.2,4,16,12,3,14,3,4,8,3,2,69
12110,EB478,,,7/19/16,SMITH CR,Creek,,RESORT DRIVE,,35.59151,-82.57863,Buncombe,FRB,,6010105,MT,Full Scale,5.32,20,106.4,6.2,9.2,4,14,8,3,15,1,1,1,1,0,48
12111,EB3,,,7/19/16,CATHEYS CR,Creek,,OFF CATHEYS CR RD BELOW BREVARD WTP,,35.20895,-82.78154,Transylvania,FRB,,6010105,MT,EPT,11.5,18.2,13,4.9,9.9,4,17,14,6,15,7,7,9,4,5,88
9874,JB314,27-33-14aut8,,4/28/06,UT MINE CR,Creek,Freshwater Forested/Shrub Wetland,OFF TOPPE RIDGE CT,9874,35.8775,-78.65305556,Wake,NEU,2,3020201,P,Qual 4,0.56,17.7,47,6.9,8.4,,,,,,,,,,,
11160,JB314,27-33-14aut8,,4/4/11,UT MINE CR,Creek,Freshwater Forested/Shrub Wetland,OFF TOPPE RIDGE CT,,35.8775,-78.65305556,Wake,NEU,2,3020201,P,Qual 4,0.56,11.8,75.1,6.1,9.8,5,15,10,8,14,3,6,9,4,3,77
4615,BB177,17-26-4,,7/15/88,WOLF CR,Creek,Riverine,SR 1403,4615,35.43222222,-79.71194444,Moore,CPF,10,3030003,P,EPT,8,0,0,0,0,,,,,,,,,,,
11927,QB588,,,5/5/15,UT MULBERRY CR,Creek,Riverine,SR 1002,,36.20298,-81.14346,Wilkes,YAD,,3040101,P,Qual 4,0.6,15,53.5,5.1,9.4,3,14,14,8,16,6,5,10,4,1,81
8553,QB294,13-2-(1.5),,8/9/01,UWHARRIE R,River,Riverine,SR 1143,8553,35.56333333,-79.97555556,Randolph,YAD,9,3040103,P,Full Scale,291.5,26,117,0,8.8,5,16,12,8,7,5,5,7,3,3,71
9605,QB297,13-2-20-1,,5/3/05,W BR MACLEAN CR,Creek,Riverine,FR 544,9605,35.44527778,-80.03833333,Montgomery,YAD,9,3040103,P,Qual 4,1.7,15.1,47,6.8,10.6,5,15,13,10,14,6,7,9,4,5,88
4753,QB180,12-112,,10/20/88,UT N POTTS CR,Creek,Riverine,CLYDE FITZGERALD RD,4753,35.77138889,-80.32138889,Davidson,YAD,4,3040103,P,Full Scale,0.09,0,0,0,0,,,,,,,,,,,
12123,QB599,,,8/29/16,L YADKIN R,River,,OFF SR 1104,,36.29514,-80.4133,Stokes,YAD,,3040101,MT,Full Scale,0,25.1,81,7.6,8,,,,,,,,,,,
10055,QB294,13-2-(1.5),,9/27/06,UWHARRIE R,River,Riverine,SR 1143,10055,35.56333333,-79.97555556,Randolph,YAD,9,3040103,P,Full Scale,291.5,20.4,104,6.3,8.1,5,16,14,6,7,6,4,7,3,1,69
9374,JB61,27-25-3-(2),,5/10/04,UT PERRY CR,Creek,Freshwater Forested/Shrub Wetland,SR 3514,9374,35.88027778,-78.5525,Wake,NEU,2,3020201,P,Full Scale,4.042443,21.2,115,6.7,7.7,5,10,3,4,3,7,7,10,4,3,56
10935,JB61,27-25-3-(2),,4/22/10,UT PERRY CR,Creek,Freshwater Forested/Shrub Wetland,SR 3514,,35.88027778,-78.5525,Wake,NEU,2,3020201,P,Qual 4,4.042443,17.9,131,6,6.9,4,16,3,8,10,6,6,10,4,4,71
10934,JB334,,,4/22/10,UT PERRY CR,Creek,Freshwater Forested/Shrub Wetland,DURANT PARK,,35.889383,-78.587354,Wake,NEU,2,3020201,P,Qual 4,1.03,14.6,67,5.9,7.7,5,11,3,8,3,3,2,2,3,3,43
12129,QB448,,,7/26/16,YADKIN R,River,,NR SR 1516,,35.99166667,-81.55805556,Caldwell,YAD,1,3040101,MT,Full Scale,29,23.1,58.9,7.1,7.4,4,16,12,6,13,6,5,10,3,3,78
12130,QB14,,,7/26/16,ELK CR,Creek,,SR 1175,,36.10638889,-81.43805556,Wilkes,YAD,1,3040101,MT,Full Scale,43.2,26.1,39.1,7.6,8.1,4,18,13,5,14,5,7,7,3,4,80
12131,QB450,,,7/26/16,BUFFALO CR,Creek,,SR 1504,,36.03944444,-81.52333333,Caldwell,YAD,1,3040101,MT,EPT,28.4,25.4,31.6,7.5,8.1,5,18,14,6,14,7,7,7,5,3,86
12132,QB55,,,7/27/16,YADKIN R,River,,NC 18-268,,36.1525,-81.14583333,Wilkes,YAD,1,3040101,MT,Full Scale,500,24.1,49,6.7,6.4,5,18,13,4,10,5,5,4,2,3,69
12063,BB542,,,5/19/16,UT POCKET CR,Creek,Freshwater Forested/Shrub Wetland,CHRIS COLE RD,,35.4043,-79.269,Lee,CPF,,3030003,P,Qual 4,0.8,15.1,62,5.6,7.8,5,12,4,4,3,3,7,10,4,5,57
12134,QB28,,,7/27/16,MORAVIAN CR,Creek,,NC 18,,36.08805556,-81.20027778,Wilkes,YAD,1,3040101,MT,EPT,18.3,24.3,53,73,7.7,4,12,4,2,7,6,5,9,3,3,55
12135,QB47,,,7/27/16,STONY FK,Fork,,SR 1135,,36.11055556,-81.36,Wilkes,YAD,1,3040101,MT,EPT,33.8,25.6,35,7.5,7.8,4,16,13,5,10,7,6,9,4,2,76
12136,QB31,,,7/24/16,N PR LEWIS FK,Fork,,NR SR 1300,,36.18638,-81.30397,Wilkes,YAD,1,3040101,MT,EPT,23.8,25,29.1,7.2,7.2,5,16,12,10,14,7,6,9,4,5,88
12137,QB42,,,7/28/16,ROARING R,River,,SR 1990,,36.24972222,-81.04416667,Wilkes,YAD,1,3040101,MT,Full Scale,128.3,24,43.3,7,7.6,5,16,13,6,14,6,7,7,5,3,82
5384,BB153,17-11-2-(1),,7/18/90,UT POLECAT CR,Creek,Freshwater Forested/Shrub Wetland,SR 3430,5384,35.97833333,-79.7925,Guilford,CPF,9,3030003,P,Full Scale,1.0364,0,0,0,0,,,,,,,,,,,
7783,JB267,27-35,,11/10/98,UT POPLAR CR,Creek,Freshwater Forested/Shrub Wetland,NR SR 2509,7783,35.73,-78.45833333,Wake,NEU,2,3020201,P,Qual 4,0.19,13,70,6.5,7.9,,,,,,,,,,,
8556,QB295,13-2-(0.5),,8/9/01,UWHARRIE R,River,Riverine,SR 1406,8556,35.76555556,-79.9925,Randolph,YAD,9,3040103,P,EPT,40.7,29,142,0,10.6,5,7,3,8,3,2,5,10,4,3,50
7782,JB293,27-35,,11/10/98,UT POPLAR CR,Creek,Freshwater Forested/Shrub Wetland,SR 2509,7782,35.73027778,-78.46055556,Wake,NEU,2,3020201,P,Qual 4,0.29,17,354,7.5,8.1,,,,,,,,,,,
9856,OB157,28-79-25-8ut13,,4/21/06,UT POWELLS CR,Creek,Freshwater Forested/Shrub Wetland,NC 481,9856,36.18,-77.89722222,Halifax,TAR,4,3020102,P,Qual 4,1.75,18.7,113,7.2,7.6,,,,,,,,,,,
9902,QB295,13-2-(0.5),,5/16/06,UWHARRIE R,River,Riverine,SR 1406,9902,35.76555556,-79.9925,Randolph,YAD,9,3040103,P,Full Scale,40.7,15.6,142,6.8,10.5,5,8,3,4,3,6,6,10,5,5,55
9910,QB297,13-2-20-1,,6/6/05,W BR MACLEAN CR,Creek,Riverine,FR 544,9910,35.44527778,-80.03833333,Montgomery,YAD,9,3040103,P,Qual 4,1.7,17.2,48,6.9,7.9,,,,,,,,,,,
9871,JB316,27-33-11ut3ut2,,4/28/07,UT RICHLANDS CR,Creek,Freshwater Forested/Shrub Wetland,NR RBC CENTER,9871,35.80527778,-78.72638889,Wake,NEU,2,3020201,P,Qual 4,1.38,14.6,94,6.3,9.5,,,,,,,,,,,
9872,JB328,27-33-11ut3,,4/28/06,UT RICHLANDS CR,Creek,Freshwater Forested/Shrub Wetland,"NR MUSEUM, EDWARDS MILL EXT.",9872,35.80888889,-78.72527778,Wake,NEU,2,3020201,P,Qual 4,1.552811,13.4,138,7,9.8,,,,,,,,,,,
7624,BB404,16-11-(9)a2,,7/7/98,REEDY FK,Fork,Riverine,SR 2728,7624,36.17944444,-79.64777778,Guilford,CPF,2,3030002,P,EPT,125,23,90,6.9,7,4,16,12,9,14,2,2,7,1,3,70
9325,JB62,27-33-11ut3,,1/22/04,UT RICHLANDS CR,Creek,Freshwater Forested/Shrub Wetland,NR MUSEUM ANNEX,9325,35.81027778,-78.71444444,Wake,NEU,2,3020201,P,EPT,0.2,4.5,78,6.6,13.8,5,12,3,10,3,0,0,9,4,5,51
12149,QB85,,,8/23/16,LOGAN CR,Creek,,SR 1571,,36.12388889,-80.50416667,Yadkin,YAD,2,3040101,MT,EPT,26.3,24.5,97.7,7.5,8,5,12,10,8,7,2,5,10,3,5,67
12150,QB98,,,8/24/16,S DEEP CR,Creek,,SR 1733,,36.10666667,-80.5875,Yadkin,YAD,2,3040101,MT,Full Scale,63.5,22,78,6.9,7,5,16,12,8,5,5,6,10,3,3,73
12151,QB93,,,8/24/16,N DEEP CR,Creek,,SR 1510,,36.12583333,-80.59222222,Yadkin,YAD,2,3040101,MT,Full Scale,42,21.4,106,7.6,8.5,5,16,7,4,14,7,7,10,3,5,78
12152,QB73,,,8/24/16,FORBUSH CR,Creek,,SR 1570,,36.12361111,-80.50944444,Yadkin,YAD,2,3040101,MT,EPT,26.9,21.5,78,7.2,7.4,5,16,10,8,3,5,6,10,5,2,70
12153,CB20,,,7/12/17,CROOKED CR,Creek,,SR 1135,,35.60555556,-82.11694444,McDowell,CTB,30,3050101,MT,EPT,28.8,20.9,50,6.3,7.7,5,14,12,5,14,6,7,10,5,2,80
12154,HB7,,,9/15/16,NORTON MILL CR,Creek,,SR 1107,,35.05861111,-83.13277778,Jackson,SAV,1,3060102,MT,EPT,2.72,18,21,6.1,7.3,5,16,12,8,7,6,5,10,5,5,79
12155,HB47,,,9/14/16,CHATTOOGA R,River,,OFF CHATTOOGA R TRAIL SITE 6,,35.04055,-83.12494,Jackson,SAV,,3060102,MT,EPT,20.4,18.6,27.9,6.5,8.4,5,16,12,5,6,6,7,5,4,4,70
12156,HB45,,,9/14/16,CHATTOOGA R,River,,OFF CHATTOOGA R TRAIL SITE 8,,35.044139,-83.122347,Jackson,SAV,,3060102,MT,EPT,16,19.1,29.1,6.7,8.7,5,14,15,8,7,6,7,7,5,5,79
12157,HB46,,,9/14/16,CHATTOOGA R,River,,OFF CHATTOOGA R TRAIL SITE 10,,35.04995,-83.11851,Jackson,SAV,,3060102,MT,EPT,15.8,21.2,30.8,6.7,8.8,5,15,12,8,7,7,7,7,4,5,77
12159,OB77,,,3/2/17,CONETOE CR,Creek,,US 64A,,35.80805556,-77.44722222,Pitt,TAR,3,3020103,Criteria not developed,Swamp,59.9,9,140,6,10.1,15,13,8,4,0,7,7,7,3,3,67
12160,OB124,,,2/6/17,OLD FORD SWP,Swamp,,NC 17,,35.63083333,-77.06333333,Beaufort,TAR,6,3020103,SWP B,Swamp,27.5,10.1,67,5.9,8.7,15,17,1,4,0,10,10,10,5,5,77
12161,OB123,,,2/7/17,LATHAM CR,Creek,,SR 1410,,35.655,-77.09472222,Beaufort,TAR,6,3020103,SWP B,Swamp,6.93,8.1,88,6,9.2,15,18,10,8,0,10,10,10,5,5,91
12162,OB120,,,2/7/17,WHICHARD BR,Branch,,SR 1521,,35.70055556,-77.34277778,Pitt,TAR,5,3020103,SWP B,Swamp,10.2,12.6,161.3,6.6,10.4,10,15,7,4,0,2,8,10,5,3,64
12163,OB112,,,2/7/17,HARDEE CR,Creek,,NC 33,,35.59472222,-77.32305556,Pitt,TAR,5,3020103,SWP B,Swamp,9.1,13,130.7,6.5,10.7,15,17,7,9,0,5,9,10,5,4,81
12165,CB41,,,7/11/17,N FK CATAWBA R,River,,SR 1560,,35.80111111,-82.01861111,McDowell,CTB,30,3050101,MT,EPT,44.6,25.5,210.2,8.1,9.4,5,16,8,5,7,6,6,2,5,2,62
12166,CB42,,,7/11/17,N FK CATAWBA R,River,,SR 1573,,35.834416,-82.002047,McDowell,CTB,30,3050101,MT,EPT,31.5,27.8,213,8.1,7.9,5,16,9,8,13,6,6,7,4,3,77
12170,OB94,,,2/13/17,BEECH SWP,Swamp,,SR 1003,,36.14531,-77.56008,Halifax,TAR,4,3020102,SWP A,Swamp,153,12.8,103,6.6,7.4,10,15,14,10,0,10,9,8,3,2,81
12172,OB67,,,2/13/17,WHITE OAK SWP,Swamp,,SR 1428,,36.00444444,-77.62027778,Edgecombe,TAR,2,3020101,SWP A,Swamp,19.5,12,119,6.6,10.3,10,10,13,4,0,7,8,9,2,3,66
12174,OB70,,,2/14/17,BYNUMS MILL CR,Creek,,SR 1120,,35.76666667,-77.64138889,Edgecombe,TAR,3,3020103,SWP A,Swamp,15.5,9.7,91,6.3,6.9,15,13,13,6,0,10,10,9,5,5,86
12176,PB30,,,3/6/17,UT NEW R,River,,US 258,,34.85472,-77.54161,Onslow,WOK,,3020302,SWP P,Swamp,5.88,13.8,416,8.4,14.3,14,17,8,4,0,5,8,9,5,4,74
12177,CB408,,,3/22/17,L SILVER CR,Creek,,DS HEXION OFF DIXIE BLVD,,35.72709,-81.74583,Burke,CTB,,3050101,MT,Full Scale,4.4,14.6,77,7.1,10,5,15,7,3,12,2,6,9,4,5,68
12178,CB405,,,3/22/17,L SILVER CR,Creek,,UPS HEXION OFF DIXIE BLVD,,35.72707,-81.7462,Burke,CTB,,3050101,MT,Full Scale,4.4,13.5,81,6.7,98,4,14,7,3,12,3,6,9,5,5,68
12179,CB407,,,3/23/17,SILVER CR,Creek,,UPS SGL @ AIRPORT,,35.72838,-81.72655,Burke,CTB,,3050101,MT,Full Scale,49.8,11,62.9,7.2,10.3,4,14,3,3,7,2,5,7,1,1,47
12180,CB406,,,3/23/17,SILVER CR,Creek,,DNS SGL AT AIRPORT,,35.72844,-81.72498,Burke,CTB,,3050101,MT,Full Scale,49.58,8.4,63.2,7.3,11.3,4,12,3,2,7,2,4,7,1,1,43
4775,BB51,16-19-3.5-(2)ut1,,11/9/88,UT ROCK CR,Creek,Freshwater Forested/Shrub Wetland,SR 2808,4775,36.07138889,-79.61638889,Guilford,CPF,3,3030002,P,EPT,1.49,0,0,0,0,,,,,,,,,,,
12185,BB544,,,4/18/17,CARRS CR,Creek,,US 421,,35.44725,-79.11792,Lee,CPF,,3030004,CA,Qual 4,1.2,17.5,68,7.1,8.9,2,14,13,10,0,2,4,7,2,5,59
4949,OB11,28-11-2,,6/13/89,FOUNDRY BR,Branch,Riverine,NR COMMUNITY DR,4949,36.28666667,-78.58277778,Granville,TAR,1,3020101,P,Full Scale,4.06,0,0,0,0,,,,,,,,,,,
12188,GB253,,,5/9/17,MILL BR,Branch,,COWEETA FSR - ABOVE WEIR,,35.05639,-83.45055,Macon,LTN,,6010202,MT,Qual 4,0,12.6,8.6,5.8,9.4,5,14,13,9,14,7,7,10,5,5,89
12190,GB252,,,5/9/17,CUNNINGHAM CR,Creek,,COWEETA FSR - ABOVE WEIR,,35.04998,-83.45454,Macon,LTN,,6010202,MT,Qual 4,0,12.1,9.9,5.7,9.2,5,18,14,6,16,7,7,8,5,5,91
12191,GB237,,,5/10/17,BALL CR,Creek,,OFF COWEETA LAB ROAD,,35.05937,-83.42916,Macon,LTN,,6010202,MT,EPT,2.8,14.2,11.8,5.4,9,5,18,14,8,16,7,7,8,5,3,91
12192,GB237,,,5/10/17,BALL CR,Creek,,OFF COWEETA LAB ROAD,,35.05937,-83.42916,Macon,LTN,,6010202,MT,EPT,2.8,13.8,11.8,5.4,9,5,18,14,6,16,7,7,9,4,2,88
12193,EB484,,,5/31/17,JONATHANS CR,Creek,,US 276 - UPS UT,,35.60052,-83.00762,Haywood,FRB,,6010105,MT,Full Scale,0,16.1,47.5,7.2,9.4,5,15,12,4,16,5,6,9,5,3,80
12195,EB483,,,5/31/17,JONATHANS CR,Creek,,OFF SR 1395 - DNS UT,,35.60128,-83.00787,Haywood,FRB,,6010106,MT,Full Scale,56.5,15.7,44.2,7.3,9.4,5,14,10,6,14,6,6,7,4,1,73
12196,EB482,,,6/1/17,UT JONATHANS CR,Creek,,SR 1395,,35.60079,-83.00798,Haywood,FRB,,6010106,MT,Qual 4,0.36,13.9,297,7.4,6.5,3,7,10,0,5,7,2,5,1,1,41
12197,EB444,,,6/1/17,UT JONATHANS CR,Creek,,SR 1326,,35.59866,-83.01101,Haywood,FRB,5,6010106,MT,Qual 4,0.33,15.2,330.6,7.3,3.5,3,6,10,0,7,6,2,2,1,1,38
12198,EB480,,,6/1/17,UT JONATHANS CR,Creek,,OFF SR 1327,,35.5952,-83.01727,Haywood,FRB,5,6010106,MT,Qual 4,0.17,16.5,466,7.2,2,2,6,4,0,8,7,3,7,5,1,43
12199,EB481,,,6/1/17,UT JONATHANS CR,Creek,,SR 1327,,35.59447,-83.01785,Haywood,FRB,5,6010106,MT,Qual 4,0.12,17.2,334,6.9,1.6,2,5,5,2,7,7,2,0,1,1,32
12200,EB487,,,6/19/17,SHOAL CR,Creek,,OFF SR 1328 DNS TROUT FARM,,35.22803,-82.85528,Transylvania,FRB,1,6010105,MT,Qual 4,0,17.7,23,6,11,4,10,8,8,4,6,4,4,1,3,52
12202,EB492,,,6/20/17,MARION BR,Branch,,UPS INTAKE,,35.23171,-82.85282,Transylvania,FRB,1,6010105,MT,Qual 4,0,14.8,12.7,6.3,9.9,5,15,14,6,16,6,4,5,1,4,76
12203,EB493,,,6/20/17,MARION BR,Branch,,DNS INTAKE,,35.23132,-82.85339,Transylvania,FRB,1,6010105,MT,Qual 4,0,16.3,25.6,6.2,4.9,3,12,11,6,13,6,4,2,1,2,60
12204,EB489,,,6/20/17,SHOAL CR,Creek,,UPS INTAKE,,35.2354,-82.85938,Transylvania,FRB,1,6010105,MT,Qual 4,0,16.2,16,6.6,9.3,5,16,11,4,15,7,5,9,3,5,80
12205,EB488,,,6/20/17,SHOAL CR,Creek,,DNS INTAKE,,35.2325,-82.85699,Transylvania,FRB,1,6010105,MT,Qual 4,0,16.6,16.4,6.7,9,5,15,11,4,16,4,5,7,0,2,69
12206,EB490,,,6/20/17,BART BR,Branch,,UPS INTAKE,,35.2341,-82.85381,Transylvania,FRB,1,6010105,MT,Qual 4,0,15.4,13.4,6.4,9.3,5,14,10,8,14,4,5,7,1,3,70
12207,EB491,,,6/21/17,BART BR,Branch,,DNS INTAKE,,35.23345,-82.85443,Transylvania,FRB,1,6010105,MT,Qual 4,0,14.9,14.6,6.2,9.7,4,12,11,4,14,3,2,0,1,1,52
12208,CB192,,,7/12/17,JACOB FK,Fork,,SR 1924,,35.59055556,-81.56722222,Burke,CTB,35,3050102,MT,EPT,25.4,22,25.5,6.6,8.3,5,14,11,6,10,3,5,10,3,5,72
12209,CB10,,,7/11/17,CATAWBA R,River,,SR 1147,,35.74444444,-81.77222222,Burke,CTB,30,3050101,MT,Full Scale,507,17.5,55,6.9,9,5,16,12,5,10,6,6,4,4,5,73
12210,CB12,,,7/12/17,CATAWBA R,River,,SR 1234,,35.63694444,-82.14388889,McDowell,CTB,30,3050101,MT,EPT,55.3,21.4,45.7,6.7,8,5,16,10,6,10,6,6,10,3,3,75
12211,CB265,,,7/12/17,MACKEY CR,Creek,,BE US 70,,35.66972222,-82.11416667,McDowell,CTB,30,3050101,MT,EPT,8.13,23.3,24,6.5,8,5,16,8,4,16,5,5,10,5,3,77
12212,CB27,,,7/12/17,L BUCK CR,Creek,,SR 1436,,35.734683,-82.084374,McDowell,CTB,30,3050101,MT,EPT,5.76,20.9,22,5.9,8.1,5,18,14,10,12,7,6,10,5,4,91
12213,CB259,,,7/13/17,CURTIS CR,Creek,,SR 1227 BE TANTROUGH,,35.67305556,-82.19222222,McDowell,CTB,30,3050101,MT,EPT,12.8,18.4,13.7,5.4,8,5,19,15,10,15,7,7,10,5,5,98
12214,CB6,,,7/13/17,BUCK CR,Creek,,NC 80,,35.73472222,-82.10138889,McDowell,CTB,30,3050101,MT,EPT,14.5,19.5,25.3,6.3,8.7,5,17,12,9,14,7,5,10,5,4,88
12215,EB28,,,8/29/17,N FK FRENCH BROAD R,River,,SR 1322,,35.15444444,-82.84,Transylvania,FRB,1,6010105,MT,EPT,35.1,17,16.3,6.1,8.9,5,16,12,6,14,7,5,7,5,2,79
12216,EB73,,,8/28/17,CLEAR CR,Creek,,SR 1513,,35.35361111,-82.44444444,Henderson,FRB,2,6010105,MT,EPT,42.6,18.8,71.5,6.2,8,4,16,8,4,5,3,5,10,2,2,59
12217,EB288,,,7/25/17,N TOE R,River,,US 19E,,35.98111111,-82.01611111,Avery,FRB,6,6010108,MT,EPT,74,20.1,58,7.3,8.9,4,19,10,6,7,7,6,2,3,1,65
12219,EB275,,,7/26/17,BIG ROCK CR,Creek,,NC 197,,36.02444444,-82.25305556,Mitchell,FRB,6,6010108,MT,EPT,62.7,21.5,65,8,8.4,4,17,14,4,7,5,6,2,3,5,67
12220,EB289,,,7/26/17,NOLICHUCKY R,River,,OFF NC 197/SR 1321,,36.07802,-82.34755,Mitchell,FRB,6,6010108,MT,Full Scale,608,25.1,91,7.6,7.5,4,20,11,4,16,7,6,0,4,5,77
12222,EB303,,,7/27/17,CANE R,River,,US 19E,,35.91222222,-82.34944444,Yancey,FRB,7,6010108,MT,Full Scale,59.9,21.6,46,7,8,4,17,10,9,12,7,4,2,4,5,74
12223,EB274,,,7/25/17,BIG CRABTREE CR,Creek,,US 19 E,,35.9025,-82.1475,Mitchell,FRB,6,6010108,MT,EPT,17,22.4,42,7,8,5,18,13,10,5,7,6,9,4,5,82
12224,EB287,,,7/26/17,N TOE R,River,,SR 1314,,36.004698,-82.19344,Yancey,FRB,6,6010108,MT,Full Scale,283,27.4,82,8.4,8.1,4,14,9,5,7,7,6,1,4,4,61
12225,EB294,,,7/25/17,S TOE R,River,,SR 1167,,35.83111111,-82.18444444,Yancey,FRB,6,6010108,MT,EPT,43.3,22.6,15.8,6.8,7.8,4,18,12,6,15,7,6,2,3,2,75
12226,FB41,,,7/3/17,FIRES CR,Creek,,SR 1300,,35.07805556,-83.86444444,Clay,HIW,1,6020002,MT,Full Scale,22.8,19.1,11.4,5.3,8,5,18,15,4,16,7,7,10,3,4,89
12227,FB11,,,7/4/17,FIRES CR,Creek,,SR 1344,,35.095,-83.85861111,Clay,HIW,1,6020002,MT,Full Scale,20.7,16.6,10.9,4.7,8.3,5,18,15,10,16,7,7,10,4,3,95
12228,FB13,,,7/4/17,BIG TUNI CR,Creek,,SR 1311,,35.096111,-83.706389,Clay,HIW,1,6020002,MT,Full Scale,5.28,16,14.7,5.3,8.1,5,19,14,4,16,7,7,10,4,5,91
12229,FB17,,,7/4/17,BIG TUNI CR,Creek,,FS RD 440,,35.125,-83.69305556,Clay,HIW,1,6020002,MT,Full Scale,3.23,15.2,12.8,5.2,6.7,5,18,15,5,16,6,7,10,5,5,92
12230,GB42,,,7/5/17,NANTAHALA R,River,,FSR 437,,35.12694444,-83.61916667,Macon,LTN,3,6010202,MT,Full Scale,51.7,15.6,15,5.5,7.5,5,16,10,4,7,7,7,4,4,5,69
12231,HB9,,,7/5/17,CHATTOOGA R,River,,SR 1100,,35.01807,-83.12581,Jackson,SAV,1,3060102,MT,Full Scale,23,20.2,19,5.8,6.9,5,16,10,8,12,7,7,2,4,4,75
12232,HB35,,,7/5/17,W FK OVERFLOW CR,Creek,,FS RD BE ABES CR,,35.01026,-83.25443,Macon,SAV,1,3060102,MT,Full Scale,4.7,17.6,13.6,5.1,7.2,5,18,12,6,16,7,7,10,5,5,91
12233,CB44,,,7/10/17,N MUDDY CR,Creek,,SR 1760,,35.67527778,-81.90638889,McDowell,CTB,30,3050101,MT,Full Scale,44.8,21.9,93.9,6.7,7.4,5,14,10,8,7,5,5,10,5,4,73
12234,CB51,,,7/10/17,S MUDDY CR,Creek,,SR 1764,,35.65,-81.855,McDowell,CTB,30,3050101,MT,EPT,33.5,22.7,51.2,6.2,7,5,12,10,8,10,4,5,10,4,3,71
12235,CB14,,,7/10/17,CATAWBA R,River,,SR 1274,,35.61444444,-82.23,McDowell,CTB,30,3050101,MT,EPT,4.49,20.7,49,6.6,7.9,5,16,8,8,15,6,6,10,5,3,82
12236,CB11,,,7/11/17,CATAWBA R,River,,SR 1221,,35.68583333,-82.06111111,McDowell,CTB,30,3050101,MT,Full Scale,127,22.5,48.5,6.8,7.9,5,15,13,5,3,6,5,3,5,2,62
9903,QB296,13-2-(0.5),,5/17/06,UWHARRIE R,River,Riverine,SR 1564,9903,35.86944444,-79.9925,Randolph,YAD,9,3040103,P,Full Scale,10.3,13.6,171,6.8,11.8,5,12,3,8,7,6,6,10,5,5,67
12238,OB101,,,6/30/17,FISHING CR,Creek,,US 301,,36.15083333,-77.69305556,Edgecombe,TAR,4,3020102,CA,Full Scale,530,24.8,80.1,6.11,6.41,13,15,15,9,0,6,8,2,4,5,77
12239,OB91,,,7/18/17,TOWN CR,Creek,,SR 1601,,35.79166667,-77.55833333,Edgecombe,TAR,3,3020103,CA,Full Scale,198,25.7,102.7,6.14,4.28,,,,,,,,,,,
12240,OB55,,,7/18/17,SWIFT CR,Creek,,SR 1253,,35.96638889,-77.58555556,Edgecombe,TAR,2,3020101,CA,Full Scale,270,27.4,105.1,6.58,6.23,13,8,7,4,0,4,8,7,5,5,61
12241,OB99,,,7/19/17,FISHING CR,Creek,,SR 1500,,35.97416667,-77.54027778,Edgecombe,TAR,4,3020102,CA,EPT,785,26.6,110.7,6.95,5.54,10,8,7,8,0,6,9,2,5,4,59
8717,QB340,13-17-3,,5/6/02,W BR ROCKY R,River,Freshwater Forested/Shrub Wetland,SR 1136,8717,35.53388889,-80.82194444,Iredell,YAD,11,3040105,P,Qual 5,3.61,22.1,154,7.4,6.6,5,10,3,3,4,5,5,7,3,1,46
12035,BB533,,,5/6/16,UT RYAN CR,Creek,Riverine,FRIENDLY RD,,36.02184,-79.82195,Guilford,CPF,,3030002,P,Qual 4,1.286772,11.7,309,7.1,8.1,,,,,,,,,,,
12037,BB535,,,5/4/16,UT RYAN CR,Creek,Riverine,LYNNHAVEN RD,,36.02548,-79.80882,Guilford,CPF,,3030002,P,Qual 4,1.7,15.4,261,7.4,8.5,3,15,15,8,16,3,2,2,0,0,64
12038,BB536,,,5/4/16,UT RYAN CR,Creek,Freshwater Forested/Shrub Wetland,RANDLEMAN RD,,36.02866,-79.80299,Guilford,CPF,,3030002,P,Qual 4,4.2,14.6,251,7.4,9.8,2,7,12,8,3,3,5,7,0,5,52
12246,CB86,,,7/11/17,SILVER CR,Creek,,SR 1127,,35.6825,-81.8,Burke,CTB,31,3050101,MT,EPT,21.7,20.7,62,7,8.6,5,12,10,6,10,5,6,10,3,3,70
12247,CB8,,,7/11/17,CANOE CR,Creek,,SR 1250,,35.76361111,-81.76472222,Burke,CTB,30,3050101,MT,EPT,12.5,21.4,52.7,7.2,8.6,5,8,8,5,9,4,6,10,5,4,64
